Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
South Sudan,SSD,"Population, female",SP.POP.TOTL.FE.IN,5594895
Spain,ESP,"Population ages 80 and above, female",SP.POP.80UP.FE,1849653
Spain,ESP,"Population ages 80 and above, male",SP.POP.80UP.MA,1116431
Spain,ESP,"Population, total",SP.POP.TOTL,47732632
Spain,ESP,"Population, male",SP.POP.TOTL.MA.IN,23396811
Spain,ESP,"Population, female",SP.POP.TOTL.FE.IN,24335821
Sri Lanka,LKA,"Population ages 80 and above, female",SP.POP.80UP.FE,287743
Sri Lanka,LKA,"Population ages 80 and above, male",SP.POP.80UP.MA,130657
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,22241304
Sri Lanka,LKA,"Population, male",SP.POP.TOTL.MA.IN,10706899
Sri Lanka,LKA,"Population, female",SP.POP.TOTL.FE.IN,11534405
St. Kitts and Nevis,KNA,"Population ages 80 and above, female",SP.POP.80UP.FE,517
St. Kitts and Nevis,KNA,"Population ages 80 and above, male",SP.POP.80UP.MA,300
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,47755
St. Kitts and Nevis,KNA,"Population, male",SP.POP.TOTL.MA.IN,23034
St. Kitts and Nevis,KNA,"Population, female",SP.POP.TOTL.FE.IN,24721
St. Lucia,LCA,"Population ages 80 and above, female",SP.POP.80UP.FE,1822
St. Lucia,LCA,"Population ages 80 and above, male",SP.POP.80UP.MA,1025
St. Lucia,LCA,"Population, total",SP.POP.TOTL,180251
St. Lucia,LCA,"Population, male",SP.POP.TOTL.MA.IN,89058
St. Lucia,LCA,"Population, female",SP.POP.TOTL.FE.IN,91192
St. Martin (French part),MAF,"Population ages 80 and above, female",SP.POP.80UP.FE,..
St. Martin (French part),MAF,"Population ages 80 and above, male",SP.POP.80UP.MA,..
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,..
St. Martin (French part),MAF,"Population, male",SP.POP.TOTL.MA.IN,..
St. Martin (French part),MAF,"Population, female",SP.POP.TOTL.FE.IN,..
St. Vincent and the Grenadines,VCT,"Population ages 80 and above, female",SP.POP.80UP.FE,1264
St. Vincent and the Grenadines,VCT,"Population ages 80 and above, male",SP.POP.80UP.MA,1047
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,103698
St. Vincent and the Grenadines,VCT,"Population, male",SP.POP.TOTL.MA.IN,52713
St. Vincent and the Grenadines,VCT,"Population, female",SP.POP.TOTL.FE.IN,50986
Sub-Saharan Africa,SSF,"Population ages 80 and above, female",SP.POP.80UP.FE,2903484
Sub-Saharan Africa,SSF,"Population ages 80 and above, male",SP.POP.80UP.MA,1807713
Sub-Saharan Africa,SSF,"Population, total",SP.POP.TOTL,1241901564
Sub-Saharan Africa,SSF,"Population, male",SP.POP.TOTL.MA.IN,618928298
Sub-Saharan Africa,SSF,"Population, female",SP.POP.TOTL.FE.IN,622973266
Sub-Saharan Africa (excluding high income),SSA,"Population ages 80 and above, female",SP.POP.80UP.FE,2902189
Sub-Saharan Africa (excluding high income),SSA,"Population ages 80 and above, male",SP.POP.80UP.MA,1807208
Sub-Saharan Africa (excluding high income),SSA,"Population, total",SP.POP.TOTL,1241780942
Sub-Saharan Africa (excluding high income),SSA,"Population, male",SP.POP.TOTL.MA.IN,618864912
Sub-Saharan Africa (excluding high income),SSA,"Population, female",SP.POP.TOTL.FE.IN,622916029
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population ages 80 and above, female",SP.POP.80UP.FE,2903484
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population ages 80 and above, male",SP.POP.80UP.MA,1807713
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, total",SP.POP.TOTL,1241901564
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, male",SP.POP.TOTL.MA.IN,618928298
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, female",SP.POP.TOTL.FE.IN,622973266
Sudan,SDN,"Population ages 80 and above, female",SP.POP.80UP.FE,87509
Sudan,SDN,"Population ages 80 and above, male",SP.POP.80UP.MA,69117
Sudan,SDN,"Population, total",SP.POP.TOTL,48109006
Sudan,SDN,"Population, male",SP.POP.TOTL.MA.IN,24034469
Sudan,SDN,"Population, female",SP.POP.TOTL.FE.IN,24074537
Suriname,SUR,"Population ages 80 and above, female",SP.POP.80UP.FE,5773
Suriname,SUR,"Population ages 80 and above, male",SP.POP.80UP.MA,2963
Suriname,SUR,"Population, total",SP.POP.TOTL,623236
Suriname,SUR,"Population, male",SP.POP.TOTL.MA.IN,309907
Suriname,SUR,"Population, female",SP.POP.TOTL.FE.IN,313329
Sweden,SWE,"Population ages 80 and above, female",SP.POP.80UP.FE,346159
Sweden,SWE,"Population ages 80 and above, male",SP.POP.80UP.MA,249596
Sweden,SWE,"Population, total",SP.POP.TOTL,10544776
Sweden,SWE,"Population, male",SP.POP.TOTL.MA.IN,5315935
Sweden,SWE,"Population, female",SP.POP.TOTL.FE.IN,5228840
Switzerland,CHE,"Population ages 80 and above, female",SP.POP.80UP.FE,302199
Switzerland,CHE,"Population ages 80 and above, male",SP.POP.80UP.MA,198843
Switzerland,CHE,"Population, total",SP.POP.TOTL,8827979
Switzerland,CHE,"Population, male",SP.POP.TOTL.MA.IN,4386242
Switzerland,CHE,"Population, female",SP.POP.TOTL.FE.IN,4441737
Syrian Arab Republic,SYR,"Population ages 80 and above, female",SP.POP.80UP.FE,96728
Syrian Arab Republic,SYR,"Population ages 80 and above, male",SP.POP.80UP.MA,56099
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,23227014
Syrian Arab Republic,SYR,"Population, male",SP.POP.TOTL.MA.IN,11625364
Syrian Arab Republic,SYR,"Population, female",SP.POP.TOTL.FE.IN,11601649
Tajikistan,TJK,"Population ages 80 and above, female",SP.POP.80UP.FE,25184
Tajikistan,TJK,"Population ages 80 and above, male",SP.POP.80UP.MA,21072
Tajikistan,TJK,"Population, total",SP.POP.TOTL,10143543
Tajikistan,TJK,"Population, male",SP.POP.TOTL.MA.IN,5104843
Tajikistan,TJK,"Population, female",SP.POP.TOTL.FE.IN,5038700
Tanzania,TZA,"Population ages 80 and above, female",SP.POP.80UP.FE,170162
Tanzania,TZA,"Population ages 80 and above, male",SP.POP.80UP.MA,105706
Tanzania,TZA,"Population, total",SP.POP.TOTL,67438106
Tanzania,TZA,"Population, male",SP.POP.TOTL.MA.IN,33337209
Tanzania,TZA,"Population, female",SP.POP.TOTL.FE.IN,34100897
Thailand,THA,"Population ages 80 and above, female",SP.POP.80UP.FE,1595424
Thailand,THA,"Population ages 80 and above, male",SP.POP.80UP.MA,988687
Thailand,THA,"Population, total",SP.POP.TOTL,71801279
Thailand,THA,"Population, male",SP.POP.TOTL.MA.IN,34825715
Thailand,THA,"Population, female",SP.POP.TOTL.FE.IN,36975565
Timor-Leste,TLS,"Population ages 80 and above, female",SP.POP.80UP.FE,5513
Timor-Leste,TLS,"Population ages 80 and above, male",SP.POP.80UP.MA,4355
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,1360596
Timor-Leste,TLS,"Population, male",SP.POP.TOTL.MA.IN,693822
Timor-Leste,TLS,"Population, female",SP.POP.TOTL.FE.IN,666774
Togo,TGO,"Population ages 80 and above, female",SP.POP.80UP.FE,13140
Togo,TGO,"Population ages 80 and above, male",SP.POP.80UP.MA,10790
Togo,TGO,"Population, total",SP.POP.TOTL,9053799
Togo,TGO,"Population, male",SP.POP.TOTL.MA.IN,4551892
Togo,TGO,"Population, female",SP.POP.TOTL.FE.IN,4501907
Tonga,TON,"Population ages 80 and above, female",SP.POP.80UP.FE,829
Tonga,TON,"Population ages 80 and above, male",SP.POP.80UP.MA,525
Tonga,TON,"Population, total",SP.POP.TOTL,107773
Tonga,TON,"Population, male",SP.POP.TOTL.MA.IN,53317
Tonga,TON,"Population, female",SP.POP.TOTL.FE.IN,54456
Trinidad and Tobago,TTO,"Population ages 80 and above, female",SP.POP.80UP.FE,19890
Trinidad and Tobago,TTO,"Population ages 80 and above, male",SP.POP.80UP.MA,10681
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1534937
Trinidad and Tobago,TTO,"Population, male",SP.POP.TOTL.MA.IN,756408
Trinidad and Tobago,TTO,"Population, female",SP.POP.TOTL.FE.IN,778529
Tunisia,TUN,"Population ages 80 and above, female",SP.POP.80UP.FE,123551
Tunisia,TUN,"Population ages 80 and above, male",SP.POP.80UP.MA,76615
Tunisia,TUN,"Population, total",SP.POP.TOTL,12458223
Tunisia,TUN,"Population, male",SP.POP.TOTL.MA.IN,6145027
Tunisia,TUN,"Population, female",SP.POP.TOTL.FE.IN,6313196
Turkiye,TUR,"Population ages 80 and above, female",SP.POP.80UP.FE,882699
Turkiye,TUR,"Population ages 80 and above, male",SP.POP.80UP.MA,429494
Turkiye,TUR,"Population, total",SP.POP.TOTL,85424312
Turkiye,TUR,"Population, male",SP.POP.TOTL.MA.IN,42794990
Turkiye,TUR,"Population, female",SP.POP.TOTL.FE.IN,42629322
Turkmenistan,TKM,"Population ages 80 and above, female",SP.POP.80UP.FE,27670
Turkmenistan,TKM,"Population ages 80 and above, male",SP.POP.80UP.MA,13145
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,6516100
Turkmenistan,TKM,"Population, male",SP.POP.TOTL.MA.IN,3228059
Turkmenistan,TKM,"Population, female",SP.POP.TOTL.FE.IN,3288041
Turks and Caicos Islands,TCA,"Population ages 80 and above, female",SP.POP.80UP.FE,584
Turks and Caicos Islands,TCA,"Population ages 80 and above, male",SP.POP.80UP.MA,392
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,46062
Turks and Caicos Islands,TCA,"Population, male",SP.POP.TOTL.MA.IN,23169
Turks and Caicos Islands,TCA,"Population, female",SP.POP.TOTL.FE.IN,22892
Tuvalu,TUV,"Population ages 80 and above, female",SP.POP.80UP.FE,62
Tuvalu,TUV,"Population ages 80 and above, male",SP.POP.80UP.MA,30
Tuvalu,TUV,"Population, total",SP.POP.TOTL,11396
Tuvalu,TUV,"Population, male",SP.POP.TOTL.MA.IN,5835
Tuvalu,TUV,"Population, female",SP.POP.TOTL.FE.IN,5561
Uganda,UGA,"Population ages 80 and above, female",SP.POP.80UP.FE,38968
Uganda,UGA,"Population ages 80 and above, male",SP.POP.80UP.MA,21283
Uganda,UGA,"Population, total",SP.POP.TOTL,48582334
Uganda,UGA,"Population, male",SP.POP.TOTL.MA.IN,24070802
Uganda,UGA,"Population, female",SP.POP.TOTL.FE.IN,24511532
Ukraine,UKR,"Population ages 80 and above, female",SP.POP.80UP.FE,1442707
Ukraine,UKR,"Population ages 80 and above, male",SP.POP.80UP.MA,426008
Ukraine,UKR,"Population, total",SP.POP.TOTL,39414596
Ukraine,UKR,"Population, male",SP.POP.TOTL.MA.IN,17972639
Ukraine,UKR,"Population, female",SP.POP.TOTL.FE.IN,21441955
United Arab Emirates,ARE,"Population ages 80 and above, female",SP.POP.80UP.FE,20101
United Arab Emirates,ARE,"Population ages 80 and above, male",SP.POP.80UP.MA,14870
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,9516871
United Arab Emirates,ARE,"Population, male",SP.POP.TOTL.MA.IN,6583587
United Arab Emirates,ARE,"Population, female",SP.POP.TOTL.FE.IN,2933285
United Kingdom,GBR,"Population ages 80 and above, female",SP.POP.80UP.FE,2096989
United Kingdom,GBR,"Population ages 80 and above, male",SP.POP.80UP.MA,1484797
United Kingdom,GBR,"Population, total",SP.POP.TOTL,67184072
United Kingdom,GBR,"Population, male",SP.POP.TOTL.MA.IN,33212347
United Kingdom,GBR,"Population, female",SP.POP.TOTL.FE.IN,33971725
United States,USA,"Population ages 80 and above, female",SP.POP.80UP.FE,8025155
United States,USA,"Population ages 80 and above, male",SP.POP.80UP.MA,5532020
United States,USA,"Population, total",SP.POP.TOTL,335020960
United States,USA,"Population, male",SP.POP.TOTL.MA.IN,165832453
United States,USA,"Population, female",SP.POP.TOTL.FE.IN,169188508
Upper middle income,UMC,"Population ages 80 and above, female",SP.POP.80UP.FE,37913574
Upper middle income,UMC,"Population ages 80 and above, male",SP.POP.80UP.MA,22084925
Upper middle income,UMC,"Population, total",SP.POP.TOTL,2791929182
Upper middle income,UMC,"Population, male",SP.POP.TOTL.MA.IN,1398708482
Upper middle income,UMC,"Population, female",SP.POP.TOTL.FE.IN,1393220702
Uruguay,URY,"Population ages 80 and above, female",SP.POP.80UP.FE,112921
Uruguay,URY,"Population ages 80 and above, male",SP.POP.80UP.MA,47050
Uruguay,URY,"Population, total",SP.POP.TOTL,3423108
Uruguay,URY,"Population, male",SP.POP.TOTL.MA.IN,1659092
Uruguay,URY,"Population, female",SP.POP.TOTL.FE.IN,1764016
Uzbekistan,UZB,"Population ages 80 and above, female",SP.POP.80UP.FE,166738
Uzbekistan,UZB,"Population ages 80 and above, male",SP.POP.80UP.MA,78461
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,36194172
Uzbekistan,UZB,"Population, male",SP.POP.TOTL.MA.IN,18114766
Uzbekistan,UZB,"Population, female",SP.POP.TOTL.FE.IN,18079405
Vanuatu,VUT,"Population ages 80 and above, female",SP.POP.80UP.FE,1077
Vanuatu,VUT,"Population ages 80 and above, male",SP.POP.80UP.MA,1030
Vanuatu,VUT,"Population, total",SP.POP.TOTL,334506
Vanuatu,VUT,"Population, male",SP.POP.TOTL.MA.IN,168202
Vanuatu,VUT,"Population, female",SP.POP.TOTL.FE.IN,166304
"Venezuela, RB",VEN,"Population ages 80 and above, female",SP.POP.80UP.FE,256871
"Venezuela, RB",VEN,"Population ages 80 and above, male",SP.POP.80UP.MA,140596
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,28838499
"Venezuela, RB",VEN,"Population, male",SP.POP.TOTL.MA.IN,14254932
"Venezuela, RB",VEN,"Population, female",SP.POP.TOTL.FE.IN,14583567
Viet Nam,VNM,"Population ages 80 and above, female",SP.POP.80UP.FE,1158167
Viet Nam,VNM,"Population ages 80 and above, male",SP.POP.80UP.MA,454921
Viet Nam,VNM,"Population, total",SP.POP.TOTL,98858950
Viet Nam,VNM,"Population, male",SP.POP.TOTL.MA.IN,48850248
Viet Nam,VNM,"Population, female",SP.POP.TOTL.FE.IN,50008702
Virgin Islands (U.S.),VIR,"Population ages 80 and above, female",SP.POP.80UP.FE,2869
Virgin Islands (U.S.),VIR,"Population ages 80 and above, male",SP.POP.80UP.MA,1354
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,104711
Virgin Islands (U.S.),VIR,"Population, male",SP.POP.TOTL.MA.IN,48655
Virgin Islands (U.S.),VIR,"Population, female",SP.POP.TOTL.FE.IN,56056
West Bank and Gaza,PSE,"Population ages 80 and above, female",SP.POP.80UP.FE,16635
West Bank and Gaza,PSE,"Population ages 80 and above, male",SP.POP.80UP.MA,9601
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,5159253
West Bank and Gaza,PSE,"Population, male",SP.POP.TOTL.MA.IN,2574974
West Bank and Gaza,PSE,"Population, female",SP.POP.TOTL.FE.IN,2584279
World,WLD,"Population ages 80 and above, female",SP.POP.80UP.FE,99151407
World,WLD,"Population ages 80 and above, male",SP.POP.80UP.MA,60737006
World,WLD,"Population, total",SP.POP.TOTL,8021179605
World,WLD,"Population, male",SP.POP.TOTL.MA.IN,4030823834
World,WLD,"Population, female",SP.POP.TOTL.FE.IN,3990355776
"Yemen, Rep.",YEM,"Population ages 80 and above, female",SP.POP.80UP.FE,75896
"Yemen, Rep.",YEM,"Population ages 80 and above, male",SP.POP.80UP.MA,44608
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,34449825
"Yemen, Rep.",YEM,"Population, male",SP.POP.TOTL.MA.IN,17396462
"Yemen, Rep.",YEM,"Population, female",SP.POP.TOTL.FE.IN,17053363
Zambia,ZMB,"Population ages 80 and above, female",SP.POP.80UP.FE,25559
Zambia,ZMB,"Population ages 80 and above, male",SP.POP.80UP.MA,12439
Zambia,ZMB,"Population, total",SP.POP.TOTL,20569737
Zambia,ZMB,"Population, male",SP.POP.TOTL.MA.IN,10148862
Zambia,ZMB,"Population, female",SP.POP.TOTL.FE.IN,10420876
Zimbabwe,ZWE,"Population ages 80 and above, female",SP.POP.80UP.FE,48248
Zimbabwe,ZWE,"Population ages 80 and above, male",SP.POP.80UP.MA,25440
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,16665409
Zimbabwe,ZWE,"Population, male",SP.POP.TOTL.MA.IN,7879254
Zimbabwe,ZWE,"Population, female",SP.POP.TOTL.FE.IN,8786155
,,,,
,,,,
,,,,
Data from database: Population estimates and projections,,,,
Last Updated: 12/20/2023,,,,
